Route No.,Bus No.,From,To,Distance (km)
RT907,PB-57-9954,Hoshiarpur,Bathinda,215.7
RT764,PB-60-9505,Ludhiana,Hoshiarpur,85.1
RT970,PB-39-7068,Kapurthala,Patiala,173.8
RT469,PB-46-4162,Kapurthala,Pathankot,122.4
RT605,PB-48-2830,Moga,Patiala,160.8
RT514,PB-87-8376,Chandigarh,Ferozepur,246.8
RT514,PB-73-2506,Kapurthala,Ropar,142.4
RT931,PB-88-6435,Patiala,Bathinda,162.7
RT389,PB-89-2869,Pathankot,Amritsar,120.1
RT335,PB-59-7959,Chandigarh,Moga,193.3
RT653,PB-91-6250,Hoshiarpur,Moga,132.6
RT116,PB-63-9442,Ferozepur,Hoshiarpur,171.1
RT490,PB-15-5894,Hoshiarpur,Amritsar,122.2
RT239,PB-38-3892,Ropar,Chandigarh,42.6
RT735,PB-70-3061,Moga,Ludhiana,78.7
RT581,PB-45-3957,Ropar,Patiala,88.1
RT112,PB-21-6639,Moga,Patiala,149.1
RT558,PB-81-3270,Ropar,Patiala,91.9
RT655,PB-99-1255,Moga,Hoshiarpur,126.1
RT898,PB-58-9603,Jalandhar,Moga,86.8
RT605,PB-83-7893,Mohali,Patiala,65.5
RT230,PB-65-7561,Chandigarh,Amritsar,243.3
RT448,PB-37-8532,Kapurthala,Jalandhar,24.7
RT712,PB-89-6673,Jalandhar,Mohali,158.3
RT165,PB-69-2303,Amritsar,Patiala,251.3
RT955,PB-20-2169,Ludhiana,Pathankot,188.0
RT571,PB-99-9415,Ludhiana,Mohali,102.0
RT345,PB-68-9167,Jalandhar,Patiala,156.4
RT472,PB-66-8344,Ferozepur,Pathankot,209.7
RT242,PB-99-7570,Ropar,Chandigarh,41.4
RT638,PB-59-2359,Hoshiarpur,Chandigarh,146.4
RT750,PB-89-7770,Hoshiarpur,Chandigarh,156.4
RT636,PB-29-1059,Moga,Ropar,166.4
RT895,PB-36-4390,Chandigarh,Ferozepur,258.6
RT445,PB-94-9962,Moga,Chandigarh,178.8
RT434,PB-61-5222,Chandigarh,Pathankot,240.6
RT730,PB-58-6579,Patiala,Moga,154.5
RT779,PB-87-1025,Ropar,Ferozepur,230.6
RT141,PB-34-1517,Mohali,Ferozepur,262.0
RT652,PB-87-9565,Ropar,Jalandhar,127.1
RT818,PB-33-5958,Moga,Ropar,153.6
RT285,PB-47-2711,Pathankot,Bathinda,297.8
RT881,PB-91-8429,Ropar,Hoshiarpur,100.0
RT575,PB-91-8901,Hoshiarpur,Mohali,140.2
RT590,PB-47-1923,Mohali,Ludhiana,107.7
RT418,PB-34-1448,Amritsar,Patiala,246.9
RT268,PB-63-6138,Mohali,Jalandhar,165.6
RT164,PB-65-8074,Mohali,Kapurthala,182.7
RT839,PB-12-6433,Pathankot,Amritsar,120.6
RT678,PB-51-9484,Ludhiana,Chandigarh,105.8
RT680,PB-67-6085,Bathinda,Mohali,219.7
RT846,PB-43-8039,Pathankot,Jalandhar,122.6
RT489,PB-94-4967,Ludhiana,Patiala,102.8
RT210,PB-72-9842,Hoshiarpur,Ropar,99.6
RT878,PB-16-3084,Kapurthala,Bathinda,175.6
RT581,PB-64-5291,Bathinda,Jalandhar,176.8
RT686,PB-57-2273,Hoshiarpur,Ludhiana,83.5
RT503,PB-87-9451,Ferozepur,Hoshiarpur,173.4
RT988,PB-73-6816,Bathinda,Hoshiarpur,211.4
RT798,PB-28-9535,Pathankot,Ferozepur,215.4
RT734,PB-21-3745,Kapurthala,Moga,81.8
RT356,PB-62-3946,Pathankot,Ferozepur,213.1
RT994,PB-67-7624,Amritsar,Patiala,255.7
RT304,PB-51-7492,Patiala,Ferozepur,209.7
RT344,PB-31-5299,Pathankot,Hoshiarpur,111.6
RT896,PB-42-6560,Mohali,Kapurthala,180.8
RT996,PB-86-7937,Bathinda,Ludhiana,146.1
RT371,PB-30-8277,Hoshiarpur,Ludhiana,87.1
RT736,PB-57-9755,Ferozepur,Chandigarh,258.7
RT197,PB-15-2201,Hoshiarpur,Chandigarh,144.5
RT236,PB-98-1210,Ropar,Mohali,43.6
RT180,PB-38-6183,Kapurthala,Ropar,138.7
RT193,PB-82-2033,Amritsar,Ludhiana,152.0
RT683,PB-23-6417,Kapurthala,Bathinda,164.5
RT453,PB-18-5104,Jalandhar,Amritsar,93.6
RT479,PB-23-3559,Jalandhar,Chandigarh,171.0
RT814,PB-85-7882,Amritsar,Ferozepur,100.3
RT721,PB-57-3869,Mohali,Ferozepur,235.1
RT606,PB-39-9367,Ferozepur,Ropar,222.8
RT244,PB-42-5626,Jalandhar,Chandigarh,165.4
RT519,PB-85-1053,Hoshiarpur,Mohali,143.8
RT177,PB-51-9480,Patiala,Jalandhar,163.5
RT725,PB-57-1198,Mohali,Pathankot,239.6
RT508,PB-49-5689,Pathankot,Bathinda,307.6
RT458,PB-79-4825,Moga,Kapurthala,81.7
RT827,PB-91-7414,Ludhiana,Pathankot,178.0
RT351,PB-44-1397,Mohali,Pathankot,246.2
RT356,PB-76-3613,Moga,Mohali,185.4
RT736,PB-70-3807,Moga,Hoshiarpur,137.8
RT980,PB-30-4464,Hoshiarpur,Ferozepur,162.9
RT104,PB-62-7872,Kapurthala,Moga,83.3
RT889,PB-10-8706,Bathinda,Mohali,224.9
RT522,PB-86-2528,Pathankot,Hoshiarpur,108.5
RT833,PB-99-7341,Jalandhar,Kapurthala,24.2
RT752,PB-20-8902,Ferozepur,Pathankot,227.2
RT886,PB-19-8269,Mohali,Chandigarh,8.7
RT382,PB-76-6819,Kapurthala,Amritsar,69.3
RT480,PB-29-9220,Ferozepur,Ludhiana,148.2
RT998,PB-55-1242,Hoshiarpur,Ferozepur,177.4
RT908,PB-56-7122,Amritsar,Ludhiana,155.1
RT495,PB-82-6669,Patiala,Ropar,85.1
RT319,PB-32-2215,Ludhiana,Ferozepur,146.3
RT724,PB-88-2974,Bathinda,Kapurthala,168.9
RT311,PB-26-9114,Chandigarh,Moga,190.3
RT354,PB-85-7374,Pathankot,Jalandhar,135.7
RT137,PB-23-6942,Bathinda,Ropar,222.1
RT709,PB-85-8050,Amritsar,Ferozepur,95.1
RT367,PB-80-4191,Ropar,Kapurthala,152.8
RT735,PB-46-1046,Patiala,Moga,158.6
RT828,PB-54-7874,Patiala,Jalandhar,172.0
RT136,PB-15-1356,Ludhiana,Mohali,102.7
RT541,PB-45-8622,Pathankot,Chandigarh,248.5
RT176,PB-20-3897,Bathinda,Moga,90.7
RT277,PB-21-4884,Ropar,Patiala,92.4
RT268,PB-62-5960,Mohali,Pathankot,259.6
RT690,PB-53-4384,Moga,Mohali,183.0
RT481,PB-25-2265,Moga,Hoshiarpur,134.1
RT567,PB-74-1537,Moga,Ferozepur,66.5
RT310,PB-64-4670,Ropar,Kapurthala,141.3
RT949,PB-19-4394,Pathankot,Chandigarh,256.0
RT466,PB-40-8097,Hoshiarpur,Ferozepur,168.3
RT589,PB-77-2046,Jalandhar,Hoshiarpur,50.9
RT571,PB-36-9285,Hoshiarpur,Patiala,172.4
RT630,PB-42-2876,Bathinda,Amritsar,205.1
RT644,PB-39-6903,Chandigarh,Ludhiana,105.5
RT836,PB-30-3879,Amritsar,Hoshiarpur,114.4
RT970,PB-69-1796,Pathankot,Ludhiana,198.7
RT650,PB-97-1204,Bathinda,Hoshiarpur,202.0
RT479,PB-19-6942,Amritsar,Jalandhar,95.0
RT452,PB-66-1073,Pathankot,Bathinda,294.0
RT362,PB-75-6423,Amritsar,Pathankot,123.4
RT788,PB-57-7993,Pathankot,Patiala,276.6
RT582,PB-85-7463,Ropar,Ferozepur,233.3
RT236,PB-79-6446,Ludhiana,Bathinda,139.5
RT971,PB-71-8560,Hoshiarpur,Pathankot,102.2
RT839,PB-27-1192,Mohali,Ropar,42.2
RT148,PB-43-9537,Mohali,Pathankot,256.8
RT168,PB-99-3529,Chandigarh,Patiala,69.3
RT865,PB-94-4241,Bathinda,Ferozepur,100.0
RT371,PB-20-2311,Ludhiana,Bathinda,135.9
RT520,PB-65-2340,Ferozepur,Ludhiana,138.3
RT872,PB-85-6839,Mohali,Pathankot,250.7
RT167,PB-89-2817,Hoshiarpur,Mohali,145.9
RT246,PB-89-3689,Pathankot,Amritsar,118.9
RT710,PB-28-1937,Hoshiarpur,Moga,124.7
RT619,PB-49-6867,Ludhiana,Ferozepur,143.6
RT651,PB-76-5817,Patiala,Jalandhar,161.9
RT119,PB-41-2615,Bathinda,Mohali,231.6
RT345,PB-45-4990,Hoshiarpur,Ludhiana,84.9
RT760,PB-61-1380,Kapurthala,Mohali,188.2
RT706,PB-71-4516,Jalandhar,Bathinda,175.0
RT569,PB-35-3168,Pathankot,Bathinda,283.2
RT968,PB-27-8780,Mohali,Patiala,64.3
RT188,PB-22-6994,Pathankot,Amritsar,122.9
RT144,PB-88-7483,Ludhiana,Bathinda,145.6
RT432,PB-18-7824,Patiala,Ferozepur,223.0
RT613,PB-72-6346,Ropar,Ludhiana,80.4
RT847,PB-81-6154,Bathinda,Amritsar,194.5
RT579,PB-43-4257,Mohali,Ropar,44.7
RT794,PB-95-7676,Chandigarh,Hoshiarpur,143.7
RT930,PB-19-7468,Moga,Hoshiarpur,128.6
RT142,PB-91-9093,Ludhiana,Moga,77.1
RT464,PB-59-8071,Ropar,Jalandhar,127.2
RT867,PB-19-9252,Patiala,Bathinda,176.9
RT370,PB-95-9729,Kapurthala,Patiala,187.2
RT831,PB-32-5091,Bathinda,Patiala,165.8
RT945,PB-35-7722,Patiala,Ferozepur,214.3
RT508,PB-65-2797,Mohali,Moga,175.3
RT576,PB-92-9427,Patiala,Ropar,84.0
RT244,PB-19-1034,Hoshiarpur,Amritsar,122.0
RT212,PB-81-9641,Bathinda,Mohali,206.8
RT282,PB-59-8288,Mohali,Pathankot,254.2
RT871,PB-73-1277,Ferozepur,Kapurthala,114.7
RT274,PB-28-5668,Bathinda,Ferozepur,99.6
RT637,PB-25-2522,Hoshiarpur,Chandigarh,142.4
RT899,PB-81-5562,Pathankot,Moga,212.8
RT505,PB-38-2691,Bathinda,Pathankot,278.5
RT535,PB-60-7407,Ferozepur,Chandigarh,249.3
RT800,PB-61-7376,Amritsar,Jalandhar,87.9
RT968,PB-39-3150,Kapurthala,Ropar,143.8
RT853,PB-86-7741,Ferozepur,Moga,64.4
RT698,PB-12-4281,Amritsar,Moga,122.2
RT103,PB-61-6323,Chandigarh,Patiala,73.9
RT630,PB-88-6830,Bathinda,Mohali,221.8
RT338,PB-64-1223,Ferozepur,Patiala,229.7
RT613,PB-54-8856,Moga,Ropar,159.5
RT418,PB-10-1980,Chandigarh,Patiala,70.7
RT356,PB-34-5965,Patiala,Amritsar,237.5
RT968,PB-87-4524,Ropar,Patiala,91.8
RT295,PB-62-4145,Mohali,Patiala,61.6
RT224,PB-11-4098,Kapurthala,Moga,75.9
RT986,PB-16-5687,Moga,Ferozepur,70.7
RT601,PB-69-2794,Chandigarh,Pathankot,240.7
RT325,PB-80-9445,Pathankot,Ropar,197.8
RT336,PB-42-3583,Jalandhar,Chandigarh,157.4
RT194,PB-59-7033,Jalandhar,Hoshiarpur,48.1
RT778,PB-29-4758,Patiala,Pathankot,266.6
RT128,PB-79-7987,Bathinda,Mohali,221.9
RT455,PB-46-9627,Ropar,Hoshiarpur,99.4
RT259,PB-73-1585,Pathankot,Ferozepur,220.5
RT463,PB-11-2377,Hoshiarpur,Ropar,103.6
RT725,PB-44-8638,Ropar,Ferozepur,232.6
RT729,PB-42-7521,Mohali,Jalandhar,149.0
RT448,PB-10-9493,Amritsar,Jalandhar,92.4
RT301,PB-28-3655,Chandigarh,Ferozepur,257.3
RT890,PB-76-4674,Amritsar,Jalandhar,92.9
RT679,PB-79-1411,Ludhiana,Pathankot,199.0
RT300,PB-23-1787,Pathankot,Amritsar,128.8
RT603,PB-83-5124,Jalandhar,Amritsar,95.3
RT830,PB-50-5951,Moga,Bathinda,82.5
RT239,PB-91-5226,Moga,Ropar,159.6
RT241,PB-35-7380,Ferozepur,Chandigarh,257.6
RT126,PB-30-8209,Mohali,Amritsar,239.2
RT357,PB-91-7454,Amritsar,Ropar,206.5
RT664,PB-57-1496,Amritsar,Jalandhar,91.4
RT683,PB-34-3627,Hoshiarpur,Moga,122.7
RT303,PB-48-7841,Moga,Patiala,158.1
RT690,PB-67-3768,Hoshiarpur,Kapurthala,64.8
RT928,PB-89-9629,Ludhiana,Moga,83.3
RT833,PB-82-4067,Jalandhar,Patiala,156.5
RT474,PB-54-8194,Chandigarh,Ferozepur,265.3
RT460,PB-57-4608,Kapurthala,Ludhiana,80.9
RT573,PB-10-2317,Kapurthala,Amritsar,66.9
RT639,PB-21-8511,Bathinda,Amritsar,198.3
RT172,PB-96-9748,Hoshiarpur,Pathankot,103.0
RT144,PB-83-2759,Ropar,Ferozepur,233.1
RT735,PB-11-6678,Jalandhar,Mohali,160.3
RT628,PB-82-3844,Patiala,Ropar,85.7
RT371,PB-74-2394,Jalandhar,Mohali,166.0
RT703,PB-46-7398,Ludhiana,Amritsar,148.9
RT419,PB-87-5999,Ropar,Bathinda,208.7
RT383,PB-49-5609,Mohali,Ferozepur,256.2
RT961,PB-87-5471,Ludhiana,Kapurthala,80.6
RT642,PB-38-6756,Amritsar,Mohali,237.6
RT395,PB-70-3014,Pathankot,Patiala,264.3
RT161,PB-23-2148,Mohali,Bathinda,229.6
RT597,PB-96-5676,Ferozepur,Kapurthala,105.6
RT666,PB-45-6834,Chandigarh,Pathankot,238.5
RT669,PB-68-1312,Amritsar,Patiala,247.6
RT875,PB-95-9011,Jalandhar,Ferozepur,126.3
RT381,PB-15-3684,Moga,Kapurthala,85.0
RT494,PB-25-5453,Mohali,Chandigarh,8.6
RT261,PB-35-7565,Hoshiarpur,Ludhiana,82.2
RT222,PB-26-3644,Jalandhar,Patiala,168.5
RT229,PB-80-3405,Ludhiana,Moga,82.2
RT620,PB-82-7529,Ludhiana,Kapurthala,80.9
RT897,PB-73-6650,Moga,Chandigarh,188.1
RT265,PB-62-2779,Chandigarh,Patiala,71.9
RT566,PB-19-2571,Moga,Jalandhar,84.4
RT614,PB-40-7038,Amritsar,Patiala,264.3
RT652,PB-52-8032,Ludhiana,Hoshiarpur,86.2
RT785,PB-23-7572,Bathinda,Amritsar,195.2
RT142,PB-32-1616,Chandigarh,Patiala,74.7
RT583,PB-16-6108,Hoshiarpur,Amritsar,117.3
RT280,PB-19-6455,Amritsar,Bathinda,186.9
RT848,PB-15-7365,Amritsar,Pathankot,132.8
RT792,PB-84-1687,Kapurthala,Ropar,150.8
RT963,PB-91-7748,Kapurthala,Pathankot,121.8
RT320,PB-84-9746,Pathankot,Ludhiana,198.8
RT427,PB-22-4775,Moga,Amritsar,122.0
RT857,PB-46-7260,Hoshiarpur,Amritsar,118.1
RT539,PB-93-4123,Chandigarh,Jalandhar,152.6
RT770,PB-68-8789,Pathankot,Amritsar,119.7
RT867,PB-42-1067,Bathinda,Jalandhar,171.8
RT225,PB-31-6526,Chandigarh,Ludhiana,116.5
RT301,PB-74-5569,Jalandhar,Mohali,154.7
RT204,PB-11-9960,Hoshiarpur,Bathinda,214.1
RT750,PB-81-6845,Patiala,Jalandhar,167.6
RT441,PB-34-2000,Hoshiarpur,Kapurthala,64.8
RT958,PB-68-6059,Mohali,Hoshiarpur,141.2
RT385,PB-75-5347,Ferozepur,Chandigarh,259.8
RT513,PB-60-6199,Patiala,Mohali,60.6
RT463,PB-67-5780,Kapurthala,Moga,84.8
RT904,PB-68-4406,Ferozepur,Hoshiarpur,169.4
RT132,PB-98-5824,Jalandhar,Amritsar,86.6
RT701,PB-73-5325,Kapurthala,Ropar,150.2
RT476,PB-84-8187,Mohali,Moga,180.4
RT755,PB-77-8180,Jalandhar,Hoshiarpur,48.2
RT803,PB-96-3672,Patiala,Pathankot,263.8
RT650,PB-16-8796,Ropar,Chandigarh,43.5
RT396,PB-30-4419,Hoshiarpur,Ferozepur,172.5
RT715,PB-85-6948,Ropar,Jalandhar,120.9
RT837,PB-38-4280,Bathinda,Ropar,213.8
RT490,PB-11-4881,Moga,Chandigarh,196.3
RT899,PB-49-7512,Amritsar,Mohali,254.7
RT359,PB-27-5905,Pathankot,Jalandhar,130.6
RT585,PB-35-3169,Ferozepur,Hoshiarpur,173.4
RT744,PB-35-8833,Pathankot,Chandigarh,233.1
RT511,PB-29-5298,Ropar,Amritsar,216.2
RT771,PB-42-2355,Ferozepur,Ropar,225.4
RT993,PB-53-9265,Jalandhar,Ludhiana,65.1
RT350,PB-41-5307,Jalandhar,Ferozepur,130.3
RT566,PB-80-5756,Ropar,Hoshiarpur,101.9
RT847,PB-27-9299,Ludhiana,Amritsar,157.0
RT956,PB-84-2352,Hoshiarpur,Jalandhar,45.4
RT308,PB-55-7253,Hoshiarpur,Patiala,174.1
RT863,PB-46-5617,Ferozepur,Jalandhar,120.3
RT584,PB-22-7698,Mohali,Moga,184.1
RT787,PB-43-8632,Kapurthala,Ludhiana,86.7
RT593,PB-24-1476,Moga,Patiala,147.5
RT557,PB-88-3605,Patiala,Moga,149.8
RT899,PB-15-8174,Chandigarh,Mohali,8.1
RT620,PB-60-6474,Kapurthala,Amritsar,71.7
RT501,PB-97-9453,Patiala,Chandigarh,70.1
RT579,PB-67-3591,Amritsar,Chandigarh,265.2
RT588,PB-48-6456,Amritsar,Chandigarh,264.8
RT714,PB-94-9549,Pathankot,Amritsar,132.0
RT988,PB-30-5512,Bathinda,Patiala,179.7
RT867,PB-37-1308,Pathankot,Patiala,261.8
RT903,PB-60-8187,Hoshiarpur,Chandigarh,141.9
RT626,PB-89-2717,Ropar,Chandigarh,41.8
RT151,PB-23-7380,Chandigarh,Moga,183.0
RT739,PB-66-5805,Ferozepur,Jalandhar,127.0
RT511,PB-99-2042,Ferozepur,Jalandhar,131.2
RT118,PB-10-1115,Amritsar,Chandigarh,253.0
RT130,PB-62-5228,Ferozepur,Pathankot,215.8
RT193,PB-65-1441,Ferozepur,Mohali,245.7
RT337,PB-89-1860,Patiala,Pathankot,261.5
RT287,PB-88-6395,Jalandhar,Amritsar,92.0
RT796,PB-87-3177,Ludhiana,Patiala,98.8
RT928,PB-54-7219,Bathinda,Ropar,212.3
RT464,PB-92-9931,Chandigarh,Hoshiarpur,154.6
RT256,PB-45-9460,Pathankot,Chandigarh,259.8
RT613,PB-94-6414,Chandigarh,Jalandhar,165.8
RT968,PB-19-8790,Amritsar,Ludhiana,142.8
RT508,PB-70-5308,Ludhiana,Mohali,100.4
RT670,PB-12-2870,Bathinda,Pathankot,288.0
RT927,PB-56-3773,Ludhiana,Moga,84.6
RT512,PB-99-2123,Bathinda,Moga,82.5
RT289,PB-90-6254,Ludhiana,Ropar,77.5
RT523,PB-53-7490,Ferozepur,Mohali,251.0
RT525,PB-33-9286,Amritsar,Moga,113.4
RT408,PB-37-7063,Moga,Amritsar,114.5
RT299,PB-81-6070,Chandigarh,Pathankot,256.8
RT226,PB-46-7714,Jalandhar,Amritsar,88.2
RT186,PB-59-9145,Hoshiarpur,Kapurthala,68.2
RT558,PB-42-4224,Jalandhar,Ropar,116.0
RT350,PB-28-8946,Ropar,Ferozepur,210.1
RT691,PB-95-1124,Ludhiana,Ferozepur,140.7
RT484,PB-53-4478,Pathankot,Bathinda,288.2
RT256,PB-59-6505,Amritsar,Mohali,249.9
RT253,PB-44-7586,Chandigarh,Ferozepur,246.7
RT605,PB-54-5182,Bathinda,Patiala,177.7
RT326,PB-33-3581,Chandigarh,Pathankot,241.0
RT489,PB-80-3399,Patiala,Ludhiana,103.6
RT629,PB-31-2663,Kapurthala,Amritsar,68.7
RT777,PB-99-9407,Kapurthala,Patiala,184.8
RT462,PB-15-1936,Amritsar,Ferozepur,106.2
RT878,PB-88-8130,Chandigarh,Mohali,8.1
RT522,PB-44-1370,Chandigarh,Ferozepur,256.6
RT255,PB-37-5179,Jalandhar,Kapurthala,23.0
RT429,PB-89-6097,Pathankot,Mohali,237.3
RT545,PB-56-1039,Hoshiarpur,Moga,137.3
RT959,PB-93-8142,Chandigarh,Ferozepur,239.3
RT722,PB-88-5996,Amritsar,Moga,113.4
RT647,PB-82-4442,Bathinda,Kapurthala,168.9
RT795,PB-79-3706,Mohali,Patiala,60.7
RT961,PB-21-3330,Ropar,Hoshiarpur,98.5
RT937,PB-61-6196,Pathankot,Patiala,282.6
RT636,PB-57-9594,Jalandhar,Moga,82.1
RT102,PB-57-5082,Mohali,Hoshiarpur,139.0
RT293,PB-85-9988,Chandigarh,Patiala,72.8
RT954,PB-55-9297,Ludhiana,Patiala,92.5
RT115,PB-45-1068,Hoshiarpur,Chandigarh,144.7
RT682,PB-39-7775,Ropar,Hoshiarpur,101.1
RT335,PB-28-5089,Mohali,Ferozepur,240.0
RT800,PB-48-1024,Mohali,Chandigarh,8.6
RT368,PB-57-2860,Chandigarh,Jalandhar,165.6
RT804,PB-18-2748,Jalandhar,Kapurthala,23.4
RT213,PB-17-8273,Patiala,Ludhiana,94.1
RT368,PB-54-2206,Jalandhar,Kapurthala,23.9
RT848,PB-89-6943,Moga,Chandigarh,183.8
RT435,PB-44-7138,Ferozepur,Kapurthala,104.3
RT130,PB-68-6272,Mohali,Jalandhar,166.4
RT213,PB-21-3088,Ferozepur,Moga,70.6
RT382,PB-64-2348,Patiala,Ferozepur,213.3
RT693,PB-55-9427,Hoshiarpur,Pathankot,102.9
RT338,PB-22-7524,Mohali,Ludhiana,103.8
RT900,PB-72-9297,Kapurthala,Chandigarh,176.0
RT167,PB-19-5397,Ludhiana,Ferozepur,149.6
RT648,PB-75-6568,Ropar,Jalandhar,125.7
RT393,PB-14-1488,Amritsar,Ludhiana,158.1
RT697,PB-45-6454,Pathankot,Mohali,233.4
RT544,PB-28-1659,Patiala,Ropar,87.1
RT984,PB-90-5794,Hoshiarpur,Ferozepur,173.8
RT188,PB-86-7146,Moga,Ferozepur,65.4
RT187,PB-40-7782,Bathinda,Pathankot,276.8
RT560,PB-49-8472,Pathankot,Bathinda,306.8
RT588,PB-68-4579,Chandigarh,Patiala,71.6
RT809,PB-60-5419,Ludhiana,Ropar,76.5
RT950,PB-77-2549,Jalandhar,Amritsar,96.7
RT888,PB-63-3921,Pathankot,Chandigarh,234.3
RT793,PB-10-1241,Ferozepur,Pathankot,224.1
RT702,PB-99-2205,Bathinda,Ferozepur,109.1
RT780,PB-53-7397,Ferozepur,Jalandhar,130.6
RT467,PB-31-7510,Ropar,Patiala,82.2
RT464,PB-35-1343,Ludhiana,Chandigarh,108.1
RT754,PB-50-9994,Ferozepur,Ropar,211.5
RT867,PB-64-2593,Jalandhar,Chandigarh,152.7
RT732,PB-94-3191,Kapurthala,Hoshiarpur,66.7
RT188,PB-33-6333,Ferozepur,Chandigarh,247.9
RT749,PB-64-5895,Patiala,Hoshiarpur,167.6
RT746,PB-32-7326,Ludhiana,Jalandhar,65.7
RT442,PB-62-9425,Amritsar,Ropar,217.6
RT620,PB-16-9549,Chandigarh,Pathankot,236.4
RT859,PB-16-3180,Ludhiana,Pathankot,188.5
RT232,PB-28-6337,Ludhiana,Amritsar,146.6
RT217,PB-62-7267,Patiala,Bathinda,173.2
RT389,PB-93-1929,Moga,Kapurthala,82.0
RT695,PB-32-3281,Kapurthala,Chandigarh,195.1
RT960,PB-29-5782,Kapurthala,Ropar,139.3
RT700,PB-73-6279,Amritsar,Bathinda,186.2
RT246,PB-24-4681,Jalandhar,Hoshiarpur,46.4
RT503,PB-62-8107,Bathinda,Amritsar,202.3
RT772,PB-91-1357,Mohali,Amritsar,234.9
RT342,PB-66-6548,Ferozepur,Ropar,219.5
RT677,PB-68-6025,Ferozepur,Chandigarh,249.7
RT976,PB-88-8443,Amritsar,Ludhiana,149.6
RT364,PB-15-2346,Jalandhar,Patiala,162.6
RT518,PB-91-3134,Ropar,Chandigarh,44.9
RT993,PB-60-5183,Bathinda,Kapurthala,170.8
RT798,PB-24-8720,Ropar,Moga,165.2
RT855,PB-86-3472,Ferozepur,Kapurthala,111.6
RT837,PB-13-7060,Kapurthala,Mohali,187.6
RT411,PB-56-1702,Ludhiana,Jalandhar,64.3
RT622,PB-69-2903,Bathinda,Ludhiana,142.2
RT590,PB-18-6911,Ferozepur,Ludhiana,140.6
RT177,PB-28-5765,Jalandhar,Ropar,124.4
RT808,PB-61-9773,Bathinda,Moga,85.6
RT596,PB-26-1962,Ludhiana,Hoshiarpur,89.2
RT297,PB-24-6952,Jalandhar,Bathinda,173.5
RT350,PB-93-8408,Bathinda,Ferozepur,107.1
RT638,PB-63-9589,Amritsar,Moga,116.3
RT784,PB-21-8545,Amritsar,Ferozepur,95.0
RT727,PB-79-6369,Pathankot,Bathinda,303.9
RT604,PB-65-3940,Moga,Pathankot,194.9
RT333,PB-59-1477,Bathinda,Patiala,174.8
RT261,PB-43-5333,Moga,Patiala,163.4
RT127,PB-92-6952,Hoshiarpur,Ludhiana,81.6
RT230,PB-94-5359,Moga,Amritsar,119.9
RT187,PB-34-4319,Pathankot,Mohali,234.0
RT438,PB-43-8681,Moga,Chandigarh,186.0
RT587,PB-11-2210,Ropar,Ludhiana,78.1
RT434,PB-70-3881,Hoshiarpur,Moga,124.4
RT238,PB-90-8271,Hoshiarpur,Ferozepur,179.1
RT971,PB-17-7941,Hoshiarpur,Patiala,174.4
RT889,PB-65-9089,Jalandhar,Hoshiarpur,49.9
RT137,PB-42-6484,Ludhiana,Patiala,99.9
RT690,PB-66-8975,Ropar,Chandigarh,46.1
RT996,PB-30-2576,Mohali,Patiala,61.5
RT595,PB-67-2743,Kapurthala,Mohali,171.4
RT558,PB-92-9428,Kapurthala,Chandigarh,174.2
RT530,PB-52-5547,Bathinda,Moga,83.2
RT622,PB-27-8236,Moga,Ferozepur,64.6
RT642,PB-53-5829,Moga,Amritsar,116.0
RT754,PB-38-9786,Ropar,Amritsar,205.3
RT888,PB-99-9807,Hoshiarpur,Jalandhar,45.3
RT132,PB-93-2690,Ropar,Moga,159.4
RT300,PB-90-1208,Jalandhar,Mohali,162.1
RT294,PB-60-8130,Pathankot,Patiala,270.7
RT682,PB-50-2773,Hoshiarpur,Bathinda,213.7
RT310,PB-10-2396,Bathinda,Patiala,169.5
RT774,PB-45-7351,Patiala,Jalandhar,174.4
RT888,PB-73-3700,Kapurthala,Pathankot,121.6
RT213,PB-74-9160,Ludhiana,Patiala,102.1
RT857,PB-53-7308,Amritsar,Hoshiarpur,126.8
RT870,PB-11-3702,Moga,Amritsar,116.4
RT423,PB-77-3015,Jalandhar,Kapurthala,23.8
RT361,PB-42-2701,Ropar,Ludhiana,81.1
RT448,PB-59-8291,Ropar,Pathankot,213.4
RT817,PB-65-9429,Chandigarh,Kapurthala,195.6
RT292,PB-45-3625,Ludhiana,Ferozepur,149.4
RT697,PB-75-9915,Ferozepur,Kapurthala,109.2
RT714,PB-44-6713,Ludhiana,Kapurthala,89.5
RT659,PB-78-3677,Jalandhar,Ferozepur,124.4
RT109,PB-71-8350,Ludhiana,Moga,76.6
RT340,PB-19-8355,Moga,Kapurthala,85.0
RT890,PB-49-9275,Amritsar,Kapurthala,68.0
RT799,PB-18-3420,Ropar,Pathankot,202.7
RT492,PB-19-6826,Amritsar,Chandigarh,242.0
RT602,PB-12-8660,Patiala,Bathinda,166.9
RT248,PB-79-9822,Ludhiana,Amritsar,144.1
RT841,PB-43-5920,Bathinda,Amritsar,199.6
RT479,PB-47-2074,Bathinda,Ropar,224.3
RT652,PB-98-7427,Bathinda,Patiala,165.7
RT697,PB-43-1019,Bathinda,Jalandhar,173.4
RT670,PB-44-7208,Ropar,Chandigarh,42.1
RT636,PB-27-5564,Kapurthala,Bathinda,160.2
RT722,PB-92-8736,Ludhiana,Moga,83.1
RT253,PB-55-5174,Ropar,Pathankot,204.3
RT653,PB-61-6449,Ferozepur,Ropar,229.7
